spreadsheetId,accountId,month,folder_id,currentPeriodTotalCost
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1O7AWcC1o2gY9cP2IpSsBGcMxn3XJi389k4BMXPeI2LQ,1298 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1rmGe41OmaJ1TY8PhFjYG75kRfq3WaxbrmR8ayEvy0sw,2296 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1QlZIXYoXhGSZwPTHJEeJsiRGuqbZP8Si6w5Ng7ppjEQ,7345 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1385.1
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1McnVbLaIbQKgQctsd8LA3mITyZEs10rXnADpVFns1Eg,0654 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1s5duG6s0IYGr-AFHFi1zc7I8U1FILCjzEsSPnFK70pg,6817 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,297.1
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1cwYVGtjORajk-05FM9Opq2fzblgh7bfhcwYctVBr9n8,0458 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1pceLlt5uhAeYMhZZeo7xtDbf-rKuStBlmb62L35kmrY,9597 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1fVJ7i6gHGSH7MV2fxS-Am5bxOZpZVXqtpVDDM38NZ1w,5827 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1871.03
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1IjYZ_WXzx-Kav6H2m1yyOI8n4l2IYe5tjBes81KqRn4,1556 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1nU637zQwC9moSDaJ1NY-SiOvMruHOJE7GnZqGAZmhkE,4935 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,0
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1im-6BQKWdSKGZTgVwGb--sOMi37j9tfhcEVOVPbwmzA,0903 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,357.87
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1poBNLy2eAdvcJ7zFfs_LG8xRWjZeRW_Va3Ub9exV-9E,8907 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,996
1M28kRB_06XWqgbSipW2MkV7miRDOUrWASWAjVhWZyBM,0701 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,434.59
1M28kRB_06XWqgbSipW2MkV7miRDOUrWASWAjVhWZyBM,0701 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,434.59
1M28kRB_06XWqgbSipW2MkV7miRDOUrWASWAjVhWZyBM,0701 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,434.59
1M28kRB_06XWqgbSipW2MkV7miRDOUrWASWAjVhWZyBM,0701 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,434.59
1M28kRB_06XWqgbSipW2MkV7miRDOUrWASWAjVhWZyBM,0701 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,434.59
1M28kRB_06XWqgbSipW2MkV7miRDOUrWASWAjVhWZyBM,0701 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,434.59
1M28kRB_06XWqgbSipW2MkV7miRDOUrWASWAjVhWZyBM,0701 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,434.59
1M28kRB_06XWqgbSipW2MkV7miRDOUrWASWAjVhWZyBM,0701 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,434.59
1M28kRB_06XWqgbSipW2MkV7miRDOUrWASWAjVhWZyBM,0701 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,434.59
