spreadsheetId,accountId,month,folder_id,currentPeriodTotalCost
1A-uhQ-nrOUtiRuFJZrf4XN3cC21AB4Av8R8Apcp0Pdw,0852 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1230.45
1A-uhQ-nrOUtiRuFJZrf4XN3cC21AB4Av8R8Apcp0Pdw,0852 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1230.45
1A-uhQ-nrOUtiRuFJZrf4XN3cC21AB4Av8R8Apcp0Pdw,0852 ,Dec 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,1230.45
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,Jan 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,Feb 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,Mar 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,Apr 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,May 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,Jun 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,Jul 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,Aug 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,Sep 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,Oct 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
1Nfez3Q73VH9zQdbvy9MuojlPWArAuVrzm9s4i8vfSLM,8974 ,Nov 2021,1RNCQNNf8L6C28UcoHB0aHNiShNjQXQ2X,533.12
